keys,es,en,pt_BR,zh_CN
DLG7_1760476923,"Con el Opus Magnum traeré a mi hermano, a mi padre...","With the Opus Magnum, I will bring my brother, my father...","Com a Opus Magnum, trarei meu irmão, meu pai…",有了至高杰作，我就能把我的弟弟、我的父亲……
DLG8_1760476923,Haré que tú y todos aquellos que amas sean el sacrificio que necesita el señor Johannes.,I will make you and all those you love the sacrifice that Lord Johannes needs.,Farei de você e de todos aqueles que você ama o sacrifício que Lorde Johannes precisa.,我会把你和你所爱的一切，都献作约翰内斯大人所需的祭品。
DLG11_1760476923,¡Muere ahora!,Die now!,Morra agora!,现在就去死吧！
DLG2_1760891963,¿Eh? ¿Voy... a morir?,Huh? Am I... going to die?,Huh? Eu... vou morrer?,嗯？我……要死了吗？
DLG3_1760891963,No... por favor... no me hagan esto...,No... please... don't do this to me...,Não... por favor... não faça isso comigo…,不……求求你……别这样对我……
DLG4_1760891963,Lo siento... Annette...,I'm sorry... Annette...,Me desculpe… Annette...,对不起……安妮特……
DLG5_1760891963,Ah... a esto es lo que he llegado... perdón hermano... no pude vengarte...,"Ah... this is what I've come to... I'm sorry, brother... I couldn't avenge you...","Ah... este é meu limite... Me desculpe, irmão... Eu não pude te vingar…",啊……我终究还是落到这一步了吗……对不起，弟弟……我没能替你报仇……
DLG1_1760892238,Se acabó...,It's over...,Acabou…,结束了……
DLG2_1760892238,Sin el poder de Annette... Johannes no tendrá escapatoria...,Without Annette's power... Johannes will have no escape...,Sem o poder da Annette... Johannes não terá escapatória…,没有了安妮特的力量……约翰内斯已经无路可逃了……
DLG1_1760892582,Lo que faltaba... vienen más enemigos...,Just what we needed... more enemies are coming...,Era exatamente o que nos faltava... mais inimigos estão a caminho...,偏偏在这时候……更多敌人来了……
DLG2_1760892582,Aunque esta vez parecen algo diferentes...,Although this time they seem a little different...,Embora desta vez pareçam um pouco diferentes...,不过这一次，他们看起来似乎有些不同……
DLG3_1760892720,"Señora Rachel, señora Alessa, finalmente llegaron... He logrado derrotar a Annette.","Ms. Rachel, Ms. Alessa, you're finally here... I've managed to defeat Annette.","Senhora Rachel, Senhora Alessa, vocês finalmente chegaram... Eu consegui derrotar Annette.",瑞秋女士，娅蕾莎女士，你们总算来了……我已经击败安妮特了。
DLG4_1760892720, Su poder era lo último que Johannes necesitaba en la activación del Núcleo del Demonio.,Her power was the last thing Johannes needed to activate the Demon Core.,O poder dela era a última coisa que Johannes precisava para ativar o Núcleo Demoníaco.,她的力量，正是约翰内斯启动恶魔核心所需要的最后一环。
DLG5_1760892720,Buen trabajo Xandria... no debió ser tan fácil...,"Good job, Xandria... it couldn't have been that easy...","Bom trabalho, Xandria... não deve ter sido tão fácil... ",干得好，珊德莉雅……不过事情果然没那么简单……
DLG6_1760892720,Yo solo hice lo que debía hacer...,I just did what I had to do...,Eu apenas fiz o que tinha que fazer... ,我只是做了自己必须做的事……
DLG8_1760892720,Solo queda [color=yellow]ir donde Johannes y acabar con él[/color] de una vez por todas.,All that's left is to [color=yellow]go to Johannes and finish him off[/color] once and for all.,Só falta [color=yellow]ir até Johannes e acabar com ele[/color] de uma vez por todas.,接下来剩下的，就只有[color=yellow]去找约翰内斯，彻底了结他。[/color]
DLG9_1760892720,Pero las cosas siguen empeorando Xandria... ¿has visto a los demonios de hace poco?,"But things keep getting worse, Xandria... Did you see the demons from earlier?","Mas as coisas continuam piorando, Xandria... Você viu os demônios de antes?",可局势还在继续恶化，珊德莉雅……你看到刚才那些恶魔了吗？
DLG10_1760892720,Sí... el poder que emanan... Acaso...,Yes... the power they emanate... Could it be...,Sim... o poder que emanam... Será possível…,看到了……它们散发出的力量……难道说……
DLG11_1760892720,Me temo que así es... [color=yellow]La noche de los Toziuha ha empezado.[/color],I'm afraid so... [color=yellow]The Toziuha Night has begun.[/color],Receio que sim... [color=yellow]A Noite de Toziuha começou.[/color],恐怕正是如此……[color=yellow]托祖哈之夜已经开始了。[/color]
DLG12_1760892720,"Su poder ha aumentado a niveles extraordinarios, [color=yellow]cualquier enemigo puede representar una amenaza[/color] incluso contra un Alquimista oficial.","Their power has increased to extraordinary levels. [color=yellow]Any enemy can pose a threat[/color], even to an Official Alchemist.","Seu poder aumentou a níveis extraordinários, [color=yellow]qualquer inimigo pode representar uma ameaça[/color], mesmo para um Alquimista oficial. ",它们的力量已经增强到了骇人的程度。[color=yellow]现在任何敌人都可能构成威胁[/color]，哪怕是对正阶炼金术师来说也是如此。
DLG13_1760892720,Xandria... no estás sola en esto...,Xandria... you are not alone in this...,Xandria... você não está sozinha nisso…,珊德莉雅……你并不是孤身一人……
DLG14_1760892720,Pero debo pedirte el favor de que ganes tiempo contra Johannes y no dejar que tus emociones sobrepasen a la razón.,But I must ask you to buy time against Johannes and not let your emotions overcome your reason.,Mas te peço que ganhe tempo contra Johannes e não deixe que suas emoções se sobreponham à sua razão.,但我必须请求你，尽可能拖住约翰内斯，别让情绪压倒你的理智。
DLG15_1760892720,"Señora Rachel... No, maestra, gracias por todas sus enseñanzas...","Ms. Rachel... No, Master, thank you for all your teachings...","Sra. Rachel...digo, Mestra, obrigada por todos os seus ensinamentos...",瑞秋女士……不，老师，谢谢您一直以来的教导……
DLG16_1760892720,Todo este tiempo luché con un único objetivo...,All this time I fought with a single goal...,Eu lutava durante todo esse tempo com um único objetivo…,一直以来，我战斗都只有一个目标……
DLG17_1760892720,Xandria...,Xandria...,Xandria...,珊德莉雅……
DLG18_1760892720,[color=yellow]Haré lo que sea necesario[/color] para detener a Johannes.,[color=yellow]I will do whatever it takes[/color] to stop Johannes.,[color=yellow]Farei o que for necessário[/color] para deter Johannes.,[color=yellow]无论付出什么代价[/color]，我都要阻止约翰内斯。
DLG19_1760892720,"Rachel, déjala ir... nosotras también tenemos que hacer nuestra parte...","Rachel, let her go... we have to do our part too...","Rachel, deixe-a ir... nós também temos que fazer a nossa parte...",瑞秋，让她去吧……我们也得完成我们该做的事……
DLG20_1760892720,"Señora Alessa, maestra... Adiós.","Ms. Alessa, Master... Farewell.","Sra. Alessa, Mestra... Adeus.",娅蕾莎女士，老师……永别了。
DLGENDCHOICETXTA,Por venganza...,For revenge...,Por vingança…,为了复仇……
DLGENDCHOICETXTB,Por justicia...,For justice...,Por justiça…,为了正义……
DLGENDCHOICETXTC,Por salvar al mundo...,To save the world...,Para salvar o mundo…,为了拯救世界……
DLGENDCHOICETXT,¿Por qué razón lucho?,Why am I fighting?,Por que estou lutando?,我为何而战？
DLGENDCHOICETXTSKIP,¿Volver a tomar una decisión?,Make another decision?,Tomar outra decisão?,重新做一个选择？
AHALCANATOPHASE2_1,Insignificante humana... no podrás detenerme.,Insignificant human... you cannot stop me.,Ser insignificante...você não consegue me deter.,渺小的人类……你阻止不了我。
AHALCANATOPHASE2_2,Mi poder ha sido restaurado. Y ahora...,My power has been restored. And now...,Minha energia foi restaurada. E agora...,我的力量已经恢复。而现在……
AHALCANATOPHASE2_3,Descubrirás lo inútil de tu lucha.,You will discover the futility of your efforts.,Você descobrirá a futilidade de seus esforços.,你将亲身体会到，自己的挣扎有多么徒劳。
TOZIUHADEFEATED,Toziuha derrotado,Toziuha defeated,Toziuha derrotado.,托祖哈已击败
DLGIXQUICBYE1,"Espléndida batalla, Alquimista.","Splendid battle, Alchemist.","Esplêndida batalha, Alquimista.",精彩的一战，炼金术师。
DLGIXQUICBYE2,Lo derroté...,I defeated him...,Eu o derrotei...,我打败他了……
DLGIXQUICBYE3,Te dije... te dije que lo haría.,I told you... I told you I would.,Eu te disse... Eu te disse que faria isso.,我说过的……我说过我一定会做到。
DLGIXQUICBYE4,Has demostrado tu valentía al enfrentarte a Ahalcaná y darle fin a su existencia.,You have proven your bravery by facing Ahalcaná and ending his existence.,Você provou sua bravura ao enfrentar Ahalcaná e pôr fim à sua existência.,你已经证明了自己的勇气，敢于面对阿尔卡那并终结他的存在。
DLGIXQUICBYE5,La humanidad se ha salvado... solo por esta vez.,Humanity has been saved... just this once.,A humanidade foi salva... só desta vez.,人类这一次……得救了。
DLGIXQUICBYE6,Me temo que es así...,I'm afraid so...,Receio que sim...,恐怕是这样……
DLGIXQUICBYE7,"Pues acá cuando un Señor del Xibalbá cae, otro demonio peleará para tomar su lugar.","For here, when a Lord of Xibalbá falls, another demon will fight to take his place.","Pois aqui, quando um Lorde de Xibalba cai, outro demônio lutará para tomar o seu lugar.",因为在这里，一旦一位希巴尔巴领主倒下，就会有另一名恶魔为夺取其位置而战。
DLGIXQUICBYE8,"Una lucha de poder que se remonta desde el inicio de todo, cuando solo el cielo existía.","A power struggle that dates back to the beginning of everything, when only the sky existed.","Uma luta pelo poder que remonta ao início de tudo, quando só existia o céu.",这场力量争夺，从一切尚处于开端、世间唯有天空存在之时起，便一直延续至今。
DLGIXQUICBYE9,"No la debes tener fácil, señora Ixquic.","You must not have it easy, Ms. Ixquic.","A vida não deve ser fácil , Sra. Ixquic.",看来您过得也不轻松啊，伊克斯奎克女士。
DLGIXQUICBYE10,Ah… No tienes ni idea.,Ah... You have no idea.,Ah...Você não tem ideia.,啊……你根本想象不到。
DLGIXQUICBYE11,"Bien, es hora de que te deje partir.","Well, it's time for me to let you go.","Bem, chegou a hora de eu te deixar ir.",好了，也该让我放你离开了。
DLGIXQUICBYE12,Regocíjate Alquimista. Y disfruta de tu victoria.,"Rejoice, Alchemist. And enjoy your victory.","Alegre-se, Alquimista. E desfrute da sua vitória.",庆贺吧，炼金术师。好好享受你的胜利。
DLGIXQUICBYE13,"Gracias, señora Ixquic.","Thank you, Ms. Ixquic.","Obrigado, Senhora Ixquic.",谢谢您，伊克斯奎克女士。
DLGAHALCANAPREBAT1,¡Ahalcaná!,Ahalcaná!,Ahalcaná!,阿尔卡那!
DLGAHALCANAPREBAT2,Tú... cómo has llegado hasta acá...,You... how did you get here...,Você... como você chegou aqui...,你……你是怎么来到这里的……
DLGAHALCANAPREBAT3,Ningún humano ha logrado entrar al inframundo desde hace varios milenios...,No human has managed to enter the underworld for several millennia...,Nenhum ser humano conseguiu entrar no submundo em vários milênios...,数千年来，从未有人类成功踏入冥界……
DLGAHALCANAPREBAT4,A menos que...,Unless...,A menos que...,除非……
DLGAHALCANAPREBAT5,Ya veo... así que Ixquic te ha dejado pasar...,I see... so Ixquic has let you pass...,Entendi... então Ixquic deixou você passar...,我明白了……原来是伊克斯奎克放你通行……
